scheme_code,scheme_name,isin,gf_nav,gf_nav_date
133446,Aditya Birla Sun Life Income Fund - Direct - IDCW,INF209KA1WL2,11.4899,31-Jan-2018
119655,Aditya Birla Sun Life Income Fund - Direct - Quarterly IDCW,INF209K01WZ8,12.9811,31-Jan-2018
119657,Aditya Birla Sun Life Income Fund - Growth - Direct Plan,INF209K01WY1,77.8576,31-Jan-2018
100038,Aditya Birla Sun Life Income Fund - Growth - Regular Plan,INF209K01579,75.1086,31-Jan-2018
133445,Aditya Birla Sun Life Income Fund - Regular - IDCW,INF209KA1WJ6,11.2223,31-Jan-2018
100037,Aditya Birla Sun Life Income Fund - Regular - Quarterly IDCW,INF209K01587,12.4437,31-Jan-2018
101155,BARODA INCOME FUND - Plan A - Dividend Option,INF955L01211,22.8531,31-Jan-2018
101154,BARODA INCOME FUND - Plan A - Growth Option,INF955L01237,25.9622,31-Jan-2018
119361,BARODA INCOME FUND - Plan B (Direct) - Dividend Option,INF955L01BO2,23.1660,31-Jan-2018
119362,BARODA INCOME FUND - Plan B (Direct) - Growth Option,INF955L01BQ7,27.0462,31-Jan-2018
119395,BOI AXA Conservative Hybrid  Fund-Direct Plan-Quarterly IDCW,INF761K01850,11.8168,31-Jan-2018
111718,BOI AXA Conservative Hybrid  Fund-ECO Plan-Quarterly IDCW,INF761K01439,10.9553,31-Jan-2018
119393,BOI AXA Conservative Hybrid Fund Fund-Direct Plan-Growth,INF761K01819,21.5767,31-Jan-2018
119396,BOI AXA Conservative Hybrid Fund-Direct Plan-Annual IDCW,INF761K01793,11.4048,31-Jan-2018
119394,BOI AXA Conservative Hybrid Fund-Direct Plan-Monthly IDCW,INF761K01835,10.5241,31-Jan-2018
111715,BOI AXA Conservative Hybrid Fund-ECO Plan-Growth,INF761K01397,21.4271,31-Jan-2018
111717,BOI AXA Conservative Hybrid Fund-ECO Plan-Monthly IDCW,INF761K01413,18.2928,31-Jan-2018
111714,BOI AXA Conservative Hybrid Fund-Regular Plan-Annual IDCW,INF761K01454,10.9671,31-Jan-2018
111712,BOI AXA Conservative Hybrid Fund-Regular Plan-Growth,INF761K01462,21.1181,31-Jan-2018
111716,BOI AXA Conservative Hybrid Fund-Regular Plan-Monthly IDCW,INF761K01488,12.5683,31-Jan-2018
111713,BOI AXAConservative Hybrid Fund-Regular Plan-Quarterly IDCW,INF761K01504,11.6378,31-Jan-2018
118282,CANARA ROBECO INCOME FUND - DIRECT PLAN - GROWTH OPTION,INF760K01FI1,36.7640,31-Jan-2018
118281,CANARA ROBECO INCOME FUND - DIRECT PLAN - QUARTERLY IDCW (Payout/Reinvestment),INF760K01FG5,14.9757,31-Jan-2018
101588,CANARA ROBECO INCOME FUND - REGULAR PLAN - GROWTH OPTION,INF760K01324,35.5271,31-Jan-2018
101587,CANARA ROBECO INCOME FUND - REGULAR PLAN - QUARTERLY IDCW (Payout/Reinvestment),INF760K01340,14.4277,31-Jan-2018
100124,HDFC Income Fund - Growth Option,INF179K01962,37.8799,31-Jan-2018
119069,HDFC Income Fund - Growth Option - Direct Plan,INF179K01WL3,39.5005,31-Jan-2018
133365,HDFC Income Fund - Normal IDCW - Direct Plan,INF179KA1Q12,12.4920,31-Jan-2018
133366,HDFC Income Fund - Normal IDCW Option,INF179KA1Q38,11.9446,31-Jan-2018
100123,HDFC Income Fund - Quarterly IDCW Option,INF179K01947,10.8024,31-Jan-2018
119068,HDFC Income Fund - Quarterly IDCW- Direct Plan,INF179K01WJ7,11.3086,31-Jan-2018
101685,HSBC Debt Fund - Growth,INF336L01776,27.4057,31-Jan-2018
120059,HSBC Debt Fund - Growth Direct,INF336L01DE2,28.5164,31-Jan-2018
101686,HSBC Debt Fund - Quarterly IDCW,INF336L01784,10.472,31-Jan-2018
130932,ICICI Prudential Bond Fund - Bonus,INF109KA1C72,12.4243,31-Jan-2018
120619,ICICI Prudential Bond Fund - Direct Plan - Growth,INF109K01V83,24.4538,31-Jan-2018
131480,ICICI Prudential Bond Fund - Direct Plan - Half Yearly IDCW,INF109KA1X77,10.5510,31-Jan-2018
120617,ICICI Prudential Bond Fund - Direct Plan - IDCW Monthly,INF109K01V59,11.4881,31-Jan-2018
120618,ICICI Prudential Bond Fund - Direct Plan - IDCW Quarterly,INF109K01V75,11.2471,31-Jan-2018
109740,ICICI Prudential Bond Fund - Growth,INF109K01BO8,24.0015,31-Jan-2018
131481,ICICI Prudential Bond Fund - Half Yearly IDCW,INF109KA1X51,10.8728,31-Jan-2018
109741,ICICI Prudential Bond Fund - IDCW Monthly,INF109K01EU9,11.3782,31-Jan-2018
109743,ICICI Prudential Bond Fund - IDCW Quarterly,INF109K01EV7,10.9107,31-Jan-2018
109742,ICICI Prudential Bond Fund- Institutional Growth,INF109K01BQ3,20.9958,31-Jan-2018
109744,ICICI Prudential Bond Fund- Institutional Monthly Dividend,INF109K01ES3,10.6193,31-Jan-2018
109745,ICICI Prudential Bond Fund- Institutional Quarterly Dividend,INF109K01ET1,11.3145,31-Jan-2018
108766,IDFC Bond Fund - Income Plan - Regular Plan - Annual IDCW,INF194K01IN7,11.3219,31-Jan-2018
108765,IDFC Bond Fund - Income Plan - Regular Plan - Growth,INF194K01IL1,40.8248,31-Jan-2018
108763,IDFC Bond Fund - Income Plan - Regular Plan - Half-yearly IDCW,INF194K01IQ0,11.2513,31-Jan-2018
131387,IDFC Bond Fund - Income Plan - Regular Plan - Periodic IDCW,INF194KA1SU8,13.4061,31-Jan-2018
108764,IDFC Bond Fund - Income Plan - Regular Plan - Quarterly IDCW,INF194K01IT4,11.2647,31-Jan-2018
118393,IDFC Bond Fund - Income Plan-Direct Plan-Annual IDCW,INF194K01R77,15.5681,31-Jan-2018
118394,IDFC Bond Fund - Income Plan-Direct Plan-Growth,INF194K01R51,42.5548,31-Jan-2018
131386,IDFC Bond Fund - Income Plan-Direct Plan-Periodic IDCW,INF194KA1SX2,13.4720,31-Jan-2018
118396,IDFC Bond Fund - Income Plan-Direct Plan-Quarterly IDCW,INF194K01S35,11.7441,31-Jan-2018
108768,IDFC Bond Fund - Short Term - Regular Plan - Growth,INF194K01HF5,34.9151,31-Jan-2018
108767,IDFC Bond Fund - Short Term - Regular Plan - Monthly IDCW,INF194K01HH1,10.1647,31-Jan-2018
120428,JM Income Fund (Direct) - Bonus Option - Principal Units,INF192K01CX3,21.0044,31-Jan-2018
120430,JM Income Fund (Direct) - Growth Option,INF192K01CW5,49.0081,31-Jan-2018
120431,JM Income Fund (Direct) - Quarterly IDCW,INF192K01CU9,17.1807,31-Jan-2018
100223,JM Income Fund (Regular) - Growth Option,INF192K01AB3,46.5880,31-Jan-2018
100222,JM Income Fund (Regular) - Quarterly IDCW ,INF192K01999,15.8401,31-Jan-2018
101181,JM Income Fund (Regular) - Bonus Option- Principal Units,INF192K01AC1,19.0604,31-Jan-2018
119734,Kotak Bond - Annual Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01JD8,22.0431,31-Jan-2018
119735,Kotak Bond - Growth - Direct,INF174K01JC0,48.7695,31-Jan-2018
119736,Kotak Bond - Quaterly Payout of Income Distribution cum capital withdrawal option - Direct,INF174K01JF3,13.1986,31-Jan-2018
100300,Kotak Bond Regular Plan Annual Payout of Income Distribution cum capital withdrawal option,INF174K01EQ1,28.7407,31-Jan-2018
100299,Kotak Bond Regular Plan Growth,INF174K01EM0,46.9108,31-Jan-2018
100298,Kotak Bond Regular Plan Quaterly Payout of Income Distribution cum capital withdrawal option,INF174K01EO6,10.4903,31-Jan-2018
120279,LIC MF Bond Fund-Direct Plan-Growth,INF767K01EW0,46.7383,31-Jan-2018
120278,LIC MF Bond Fund-Direct Plan-IDCW,INF767K01EV2,11.2902,31-Jan-2018
100315,LIC MF Bond Fund-Regular Plan-Growth,INF767K01923,45.5385,31-Jan-2018
100314,LIC MF Bond Fund-Regular Plan-IDCW,INF767K01907,10.1498,31-Jan-2018
100386,NIPPON INDIA INCOME FUND - ANNUAL IDCW Option,INF204K01CT4,12.8979,31-Jan-2018
118680,NIPPON INDIA INCOME FUND - Direct Plan - ANNUAL IDCW Option,INF204K01YT8,14.1915,31-Jan-2018
118681,NIPPON INDIA INCOME FUND - Direct Plan - HALF YEARLY IDCW Option,INF204K01YR2,12.9975,31-Jan-2018
118683,NIPPON INDIA INCOME FUND - Direct Plan - MONTHLY IDCW Option,INF204K01YN1,10.7742,31-Jan-2018
118684,NIPPON INDIA INCOME FUND - Direct Plan - QUARTERLY IDCW Option,INF204K01YP6,13.0927,31-Jan-2018
118687,Nippon India Income Fund - Direct Plan Growth Plan - Growth Option,INF204K01XS2,56.6099,31-Jan-2018
118679,Nippon India Income Fund - Direct Plan Growth Plan-Bonus Option,INF204K01F38,16.1765,31-Jan-2018
100388,Nippon India Income Fund - Growth Plan Bonus Option,INF204K01CM9,15.5751,31-Jan-2018
100387,Nippon India Income Fund - Growth Plan Growth Option,INF204K01CL1,54.1756,31-Jan-2018
100385,NIPPON INDIA INCOME FUND - HALF YEARLY IDCW Option,INF204K01CR8,12.2254,31-Jan-2018
100383,NIPPON INDIA INCOME FUND - MONTHLY IDCW Option,INF204K01CN7,10.2456,31-Jan-2018
100384,NIPPON INDIA INCOME FUND - QUARTERLY IDCW Option,INF204K01CP2,12.6713,31-Jan-2018
138659,DHFL Pramerica Strategic Debt Fund - Direct Plan - Growth,INF223J01I19,13.3575,31-Jan-2018
138658,DHFL Pramerica Strategic Debt Fund - Direct Plan - Monthly Dividend,INF223J01H77,11.2967,31-Jan-2018
138665,DHFL Pramerica Strategic Debt Fund - Direct Plan - Quarterly Dividend,INF223J01H69,10.889,31-Jan-2018
138657,DHFL Pramerica Strategic Debt Fund - Direct Plan - Regular Dividend,INF223J01H51,13.1138,31-Jan-2018
138662,DHFL Pramerica Strategic Debt Fund - Regular Plan - Bonus,INF223J01H44,12.9567,31-Jan-2018
138663,DHFL Pramerica Strategic Debt Fund - Regular Plan - Growth,INF223J01H36,12.9493,31-Jan-2018
138666,DHFL Pramerica Strategic Debt Fund - Regular Plan - Monthly Dividend,INF223J01G94,11.2184,31-Jan-2018
138664,DHFL Pramerica Strategic Debt Fund - Regular Plan - Quarterly Dividend,INF223J01G86,10.9141,31-Jan-2018
138661,DHFL Pramerica Strategic Debt Fund - Regular Plan - Regular Dividend,INF223J01G78,12.7185,31-Jan-2018
119713,SBI Magnum Income Fund - Direct Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01SP6,13.8156,31-Jan-2018
121940,SBI Magnum Income Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01YS8,13.8273,31-Jan-2018
100638,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01610,12.4928,31-Jan-2018
121944,SBI Magnum Income Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW),INF200K01YQ2,13.1299,31-Jan-2018
119712,SBI Magnum Income Fund-DIRECT PLAN - Bonus,INF200K01SO9,26.1446,31-Jan-2018
119714,SBI Magnum Income Fund-DIRECT PLAN -Growth,INF200K01SR2,43.0475,31-Jan-2018
100640,SBI Magnum Income Fund-REGULAR PLAN-Bonus,INF200K01602,25.4227,31-Jan-2018
100639,SBI Magnum Income Fund-REGULAR PLAN-Growth,INF200K01594,41.9573,31-Jan-2018
119876,Tata Income Fund - Direct Plan - Growth Option,INF277K01OY5,53.9810,31-Jan-2018
100418,Tata Income Fund -Regular Plan - Growth Option,INF277K01659,51.9571,31-Jan-2018
119875,TATA Income Fund Direct Plan - Periodic Payout of Income Distribution cum capital withdrawal option ,INF277K01PC8,30.7364,31-Jan-2018
101186,Tata Income Fund- Regular Plan - Periodic Payout of IDCW Option,INF277K01DT8,30.1222,31-Jan-2018
119877,TATA Income Fund-Direct Plan - Half Yearly Payout of IDCW Option,INF277K01PA2,13.6086,31-Jan-2018
100417,Tata Income Fund-Regular Plan - Half Yearly Payout of IDCW Option,INF277K01DU6,13.0362,31-Jan-2018
139339,UTI Bond Fund - Direct Plan - Annual IDCW,INF789FA1T80,11.3367,31-Jan-2018
133280,UTI Bond Fund - Direct Plan - Flexi IDCW,INF789FA1U04,11.6391,31-Jan-2018
120690,UTI Bond Fund - Direct Plan - Quarterly IDCW,INF789F01SO1,17.1239,31-Jan-2018
133869,UTI Bond Fund - Regular Plan - Annual IDCW,INF789FA1T23,11.1727,31-Jan-2018
133872,UTI Bond Fund - Regular Plan - Flexi IDCW,INF789FA1T49,11.1755,31-Jan-2018
135581,UTI Bond Fund - Regular Plan - Half-Yearly IDCW,INF789FA1T07,10.7009,31-Jan-2018
100742,UTI Bond Fund - Regular Plan - Quarterly IDCW,INF789F01380,14.2227,31-Jan-2018
100741,UTI Bond Fund- Regular Plan - Growth,INF789F01406,51.0751,31-Jan-2018
120689,UTI Bond Fund-Growth - Direct,INF789F01SQ6,53.5272,31-Jan-2018
131623,ICICI Prudential Long Term Bond Fund - Annual IDCW,INF109KA11C4,10.3441,31-Jan-2018
122673,ICICI Prudential Long Term Bond Fund - Bonus,INF109KA1335,54.1091,31-Jan-2018
120743,ICICI Prudential Long Term Bond Fund - Direct Plan - Growth,INF109K017L8,56.8064,31-Jan-2018
120748,ICICI Prudential Long Term Bond Fund - Direct Plan - Half Yearly IDCW,INF109K018L6,11.4765,31-Jan-2018
120747,ICICI Prudential Long Term Bond Fund - Direct Plan - Quarterly IDCW,INF109K010M1,11.9784,31-Jan-2018
100365,ICICI Prudential Long Term Bond Fund - Growth,INF109K01365,54.1088,31-Jan-2018
100364,ICICI Prudential Long Term Bond Fund - Half Yearly IDCW,INF109K01EX3,10.8080,31-Jan-2018
100367,ICICI Prudential Long Term Bond Fund - Quarterly IDCW,INF109K01EZ8,11.6482,31-Jan-2018
131622,ICICI Prudential Long Term Bond Fund Direct Plan - Annual IDCW,INF109KA13C0,11.3531,31-Jan-2018
100366,ICICI Prudential Long Term Bond Fund-Institutional Quarterly Dividend,INF109K01EY1,11.0476,31-Jan-2018
101642,ICICI Prudential Long Term Bond Fund - Institutional Dividend Halfyearly,INF109K01EW5,11.3024,31-Jan-2018
101643,ICICI Prudential Long Term Bond Fund-Institutional Option-Growth,INF109K01407,58.2382,31-Jan-2018
119505,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Direct Plan,INF209K01N82,30.4001,31-Jan-2018
102767,Aditya Birla Sun Life Dynamic Bond Fund - Growth - Regular Plan,INF209K01793,29.5685,31-Jan-2018
132918,Aditya Birla Sun Life Dynamic Bond Fund -Direct - IDCW,INF209KA1TX3,12.2297,31-Jan-2018
119503,Aditya Birla Sun Life Dynamic Bond Fund -DIRECT - MONTHLY IDCW,INF209K01R62,10.7491,31-Jan-2018
119502,Aditya Birla Sun Life Dynamic Bond Fund -Direct - Quarterly IDCW,INF209K01R88,10.0828,31-Jan-2018
132917,Aditya Birla Sun Life Dynamic Bond Fund -Regular - IDCW,INF209KA1TV7,11.9828,31-Jan-2018
111521,Aditya Birla Sun Life Dynamic Bond Fund -REGULAR - MONTHLY IDCW,INF209K01801,10.5554,31-Jan-2018
102766,Aditya Birla Sun Life Dynamic Bond Fund -Regular - Quarterly IDCW,INF209K01819,9.9925,31-Jan-2018
111848,Aditya Birla Sun Life Dynamic Bond Fund-Discipline Advantage Plan-Growth,INF209K01JW2,20.4539,31-Jan-2018
120451,Axis Dynamic Bond Fund - Direct Plan - Growth Option,INF846K01DI3,18.4445,31-Jan-2018
120450,Axis Dynamic Bond Fund - Direct Plan - Half Yearly IDCW,INF846K01DJ1,11.2529,31-Jan-2018
120452,Axis Dynamic Bond Fund - Direct Plan - Quarterly IDCW,INF846K01DL7,10.8382,31-Jan-2018
115068,Axis Dynamic Bond Fund - Regular Plan - Growth Option,INF846K01917,17.4033,31-Jan-2018
115131,Axis Dynamic Bond Fund - Regular Plan - Half Yearly IDCW,INF846K01941,10.5741,31-Jan-2018
115069,Axis Dynamic Bond Fund - Regular Plan - Quarterly IDCW,INF846K01925,10.1144,31-Jan-2018
117631,Baroda Dynamic Bond Fund - Plan A - Growth Option,INF955L01906,16.1608,31-Jan-2018
117629,Baroda Dynamic Bond Fund - Plan A - IDCW,INF955L01880,13.3235,31-Jan-2018
119337,Baroda Dynamic Bond Fund - Plan B (Direct) - Growth Option,INF955L01AA3,16.8470,31-Jan-2018
119336,Baroda Dynamic Bond Fund - Plan B (Direct) - IDCW,INF955L01989,13.9790,31-Jan-2018
119991,BNP Paribas Flexi Debt Fund - Direct Plan - Daily Income Distribution cum Capital Withdrawal Option,,10.1884,31-Jan-2018
119992,BNP Paribas Flexi Debt Fund - Direct Plan - Growth Option,INF251K01GW0,30.2645,31-Jan-2018
119993,BNP Paribas Flexi Debt Fund - Direct Plan - Half Yearly Income Distribution cum Capital Withdrawal Option,INF251K01HD8,10.0000,31-Jan-2018
119994,BNP Paribas Flexi Debt Fund - Direct Plan - Monthly Income Distribution cum Capital Withdrawal Option,INF251K01GZ3,9.9211,31-Jan-2018
119995,BNP Paribas Flexi Debt Fund - Direct Plan - Quarterly Income Distribution cum Capital Withdrawal Option,INF251K01HB2,9.9818,31-Jan-2018
119996,BNP Paribas Flexi Debt Fund - Direct Plan - Weekly Income Distribution cum Capital Withdrawal Option,,10.0000,31-Jan-2018
117958,BNP Paribas Flexi Debt Fund Daily Income Distribution cum Capital Withdrawal Option,,9.9910,31-Jan-2018
117957,BNP Paribas Flexi Debt Fund Growth Option,INF251K01DW7,29.3124,31-Jan-2018
117962,BNP Paribas Flexi Debt Fund Half Yearly Income Distribution cum Capital Withdrawal Option,INF251K01ED5,9.9488,31-Jan-2018
117960,BNP Paribas Flexi Debt Fund Monthly Income Distribution cum Capital Withdrawal Option,INF251K01DZ0,9.8979,31-Jan-2018
117961,BNP Paribas Flexi Debt Fund Quarterly Income Distribution cum Capital Withdrawal Option,INF251K01EB9,9.9475,31-Jan-2018
117959,BNP Paribas Flexi Debt Fund Weekly Income Distribution cum Capital Withdrawal Option,,9.9620,31-Jan-2018
113526,BNP PARIBAS Flexi Debt Fund-Regular Plan A - Growth Option,INF251K01EF0,20.1236,31-Jan-2018
113528,BNP PARIBAS Flexi Debt Fund-Regular Plan A - Quarterly Dividend Option,,9.9690,31-Jan-2018
118284,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - GROWTH OPTION,INF760K01EC7,19.6980,31-Jan-2018
118283,CANARA ROBECO DYNAMIC BOND FUND - DIRECT PLAN - IDCW (Payout/Reinvestment),INF760K01EA1,13.8971,31-Jan-2018
111962,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - GROWTH OPTION,INF760K01449,19.1926,31-Jan-2018
111963,CANARA ROBECO DYNAMIC BOND FUND - REGULAR PLAN - IDCW (Payout/Reinvestment),INF760K01423,13.4849,31-Jan-2018
119239,DSP Strategic Bond Fund - Direct Plan - Growth,INF740K01QG4,2024.7383,31-Jan-2018
119238,DSP Strategic Bond Fund - Direct Plan - IDCW,INF740K01QI0,1379.4985,31-Jan-2018
119240,DSP Strategic Bond Fund - Direct Plan - IDCW - Daily,,1026.7461,31-Jan-2018
119236,DSP Strategic Bond Fund - Direct Plan - IDCW - Monthly,INF740K01QH2,1031.1893,31-Jan-2018
119237,DSP Strategic Bond Fund - Direct Plan - IDCW - Weekly,INF740KA1OY8,1033.5543,31-Jan-2018
105669,DSP Strategic Bond Fund - Regular Plan - Growth,INF740K01GK7,1988.3432,31-Jan-2018
105668,DSP Strategic Bond Fund - Regular Plan - IDCW,INF740K01GO9,1182.0406,31-Jan-2018
111786,DSP Strategic Bond Fund - Regular Plan - IDCW - Daily,,1044.5792,31-Jan-2018
105667,DSP Strategic Bond Fund - Regular Plan - IDCW - Monthly,INF740K01GM3,1024.1196,31-Jan-2018
105878,DSP Strategic Bond Fund - Regular Plan - IDCW - Weekly,,1032.1050,31-Jan-2018
118495,Franklin India Dynamic Accrual Fund - Direct - Growth,INF090I01HB8,62.9113,31-Jan-2018
118496,Franklin India Dynamic Accrual Fund - Direct - IDCW ,INF090I01GZ9,12.4591,31-Jan-2018
100498,Franklin India Dynamic Accrual Fund - IDCW ,INF090I01BN6,11.8705,31-Jan-2018
100499,Franklin India Dynamic Accrual Fund-Growth,INF090I01BP1,60.4701,31-Jan-2018
101872,HDFC Dynamic Debt Fund - Growth Option,INF179K01848,58.0916,31-Jan-2018
119075,HDFC Dynamic Debt Fund - Growth Option - Direct Plan,INF179K01WB4,60.4351,31-Jan-2018
119072,HDFC Dynamic Debt Fund - Half Yearly IDCW - Direct Plan,INF179K01WC2,12.2798,31-Jan-2018
101874,HDFC Dynamic Debt Fund - Half Yearly IDCW Option,INF179K01855,11.3357,31-Jan-2018
133369,HDFC Dynamic Debt Fund - Normal IDCW - Direct Plan,INF179KA1Q95,12.7249,31-Jan-2018
133370,HDFC Dynamic Debt Fund - Normal IDCW Option,INF179KA1R11,12.4449,31-Jan-2018
119073,HDFC Dynamic Debt Fund - Quarterly IDCW - Direct Plan,INF179K01WE8,12.3073,31-Jan-2018
101873,HDFC Dynamic Debt Fund - Quarterly IDCW Option,INF179K01871,11.8112,31-Jan-2018
119074,HDFC Dynamic Debt Fund - Yearly IDCW - Direct Plan,INF179K01WG3,13.5700,31-Jan-2018
101875,HDFC Dynamic Debt Fund - Yearly IDCW Option,INF179K01921,13.0202,31-Jan-2018
106738,HSBC Flexi Debt Fund - Fortnightly IDCW,,10.3833,31-Jan-2018
120048,HSBC Flexi Debt Fund - Growth Direct,INF336L01CO3,23.4042,31-Jan-2018
110439,HSBC Flexi Debt Fund - Half-yearly IDCW,INF336L01487,11.435,31-Jan-2018
120049,HSBC Flexi Debt Fund - Half-yearly IDCW Direct Plan,INF336L01CP0,10.9288,31-Jan-2018
106739,HSBC Flexi Debt Fund - Monthly IDCW,INF336L01503,10.3727,31-Jan-2018
120050,HSBC Flexi Debt Fund - Monthly IDCW Direct Plan,INF336L01CR6,9.8818,31-Jan-2018
110438,HSBC Flexi Debt Fund - Quarterly IDCW,INF336L01529,11.3154,31-Jan-2018
120051,HSBC Flexi Debt Fund - Quarterly IDCW Direct Plan,INF336L01CT2,11.5606,31-Jan-2018
106770,HSBC Flexi Debt Fund - Reg. Fortnightly IDCW,,14.0504,31-Jan-2018
110440,HSBC Flexi Debt Fund - Regular Half-yearly IDCW,INF336L01560,15.4395,31-Jan-2018
106741,HSBC Flexi Debt Fund - Regular Monthly IDCW,INF336L01586,13.8021,31-Jan-2018
108220,HSBC Flexi Debt Fund - Regular Quarterly IDCW,INF336L01602,13.3167,31-Jan-2018
106737,HSBC Flexi Debt Fund-Growth,INF336L01461,22.5117,31-Jan-2018
106736,HSBC Flexi Debt Fund-Reg.Growth,INF336L01545,21.8276,31-Jan-2018
113218,ICICI Prudential All Seasons Bond Fund - Annual IDCW,INF109K01GO7,10.8935,31-Jan-2018
130937,ICICI Prudential All Seasons Bond Fund - Bonus,INF109KA1H36,14.0163,31-Jan-2018
120601,ICICI Prudential All Seasons Bond Fund - Direct Plan - Annual IDCW,INF109K012E4,10.8771,31-Jan-2018
120603,ICICI Prudential All Seasons Bond Fund - Direct Plan - Growth,INF109K016E5,21.8368,31-Jan-2018
120600,ICICI Prudential All Seasons Bond Fund - Direct Plan - IDCW,INF109K014E0,15.2383,31-Jan-2018
120602,ICICI Prudential All Seasons Bond Fund - Direct Plan - Quarterly IDCW,INF109K017E3,11.2279,31-Jan-2018
120604,ICICI Prudential All Seasons Bond Fund - Direct Plan - Weekly IDCW,INF109K019E9,10.5047,31-Jan-2018
130938,ICICI Prudential All Seasons Bond Fund - Direct Plan Bonus,INF109KA1H28,14.4701,31-Jan-2018
112096,ICICI Prudential All Seasons Bond Fund - Growth,INF109K01GN9,21.3260,31-Jan-2018
112097,ICICI Prudential All Seasons Bond Fund - IDCW,INF109K01GK5,14.3615,31-Jan-2018
112094,ICICI Prudential All Seasons Bond Fund - Premium Growth Option,INF109K01GM1,21.1879,31-Jan-2018
113403,ICICI Prudential All Seasons Bond Fund - Quarterly IDCW,INF109K01GE8,10.9858,31-Jan-2018
101351,ICICI Prudential All Seasons Bond Fund - Weekly IDCW,INF109K01FD2,10.7240,31-Jan-2018
101350,ICICI Prudential All Seasons Bond Fund Retail - Cumulative,INF109K01712,40.5772,31-Jan-2018
113417,ICICI Prudential All Seasons Bond Fund Retail - Quarterly Dividend,INF109K01GG3,11.1390,31-Jan-2018
118428,IDBI Dynamic Bond Fund Annual IDCW Direct,INF397L01BR0,11.9164,31-Jan-2018
116582,IDBI Dynamic Bond Fund Annual IDCW Regular,INF397L01638,10.3363,31-Jan-2018
116583,IDBI Dynamic Bond Fund Growth,INF397L01661,14.1113,31-Jan-2018
116811,IDBI Dynamic Bond Fund Growth Direct,INF397L01BN9,14.6291,31-Jan-2018
118429,IDBI Dynamic Bond Fund Quarterly IDCW Direct,INF397L01BO7,12.8161,31-Jan-2018
116810,IDBI Dynamic Bond Fund Quarterly IDCW Regular,INF397L01604,10.2586,31-Jan-2018
108561,IDFC Dynamic Bond Fund - Regular Plan B - Quarterly IDCW ,INF194K01QI0,10.6227,31-Jan-2018
108675,IDFC Dynamic Bond Fund - Regular Plan B - Annual IDCW,INF194K01QL4,10.8262,31-Jan-2018
111524,IDFC Dynamic Bond Fund - Regular Plan B - Growth,INF194K01QG4,20.4035,31-Jan-2018
122868,IDFC Dynamic Bond Fund - Regular Plan B - Half Yearly IDCW,INF194K018R9,10.1598,31-Jan-2018
111523,IDFC Dynamic Bond Fund - Regular Plan B - IDCW,INF194K01QO8,10.4657,31-Jan-2018
131397,IDFC Dynamic Bond Fund - Regular Plan B - Periodic IDCW,INF194KA1TM3,13.2977,31-Jan-2018
118415,IDFC Dynamic Bond Fund-Direct Plan-Annual IDCW,INF194K01O13,11.3346,31-Jan-2018
118416,IDFC Dynamic Bond Fund-Direct Plan-Growth,INF194K01N63,21.3357,31-Jan-2018
122618,IDFC Dynamic Bond Fund-Direct Plan-Half Yearly IDCW,INF194K011P8,10.2956,31-Jan-2018
118417,IDFC Dynamic Bond Fund-Direct Plan-IDCW,INF194K01O47,12.6608,31-Jan-2018
131396,IDFC Dynamic Bond Fund-Direct Plan-Periodic IDCW,INF194KA1TP6,13.7862,31-Jan-2018
118418,IDFC Dynamic Bond Fund-Direct Plan-Quarterly IDCW,INF194K01N89,12.3544,31-Jan-2018
122612,IIFL Dynamic Bond Fund - Regular Plan - Growth Option,INF579M01183,13.7535,31-Jan-2018
122715,IIFL Dynamic Bond Fund Direct Plan Growth,INF579M01266,14.0800,31-Jan-2018
122721,IIFL Dynamic Bond Fund Direct Plan Monthly Dividend,INF579M01282,11.7052,31-Jan-2018
122717,IIFL Dynamic Bond Fund Direct Plan Quarterly Dividend,INF579M01290,13.3069,31-Jan-2018
122711,IIFL Dynamic Bond Fund Regular Plan Bonus,INF579M01191,13.7535,31-Jan-2018
122720,IIFL Dynamic Bond Fund Regular Plan Half Yearly Dividend,INF579M01225,13.2720,31-Jan-2018
122719,IIFL Dynamic Bond Fund Regular Plan Monthly Dividend,INF579M01209,11.4013,31-Jan-2018
122712,IIFL Dynamic Bond Fund Regular Plan Quarterly Dividend,INF579M01217,13.2720,31-Jan-2018
120432,JM Dynamic Debt Fund (Direct) - Daily IDCW,,10.0110,31-Jan-2018
120434,JM Dynamic Debt Fund (Direct) - IDCW,INF192K01DB7,27.3846,31-Jan-2018
133414,JM Dynamic Debt Fund (Direct) - Monthly IDCW,INF192K01IL5,27.5965,31-Jan-2018
120433,JM Dynamic Debt Fund (Direct) - Weekly IDCW,,10.5615,31-Jan-2018
122323,JM Dynamic Debt Fund (Regular) - Bonus Option - Principal Units,INF192K01EX9,26.5247,31-Jan-2018
